Gene stable ID	Transcript stable ID	Gene stable ID	Transcript stable ID
AT1G58525	AT1G58525.1	Os03g0859100	Os03t0859100-02
AT1G68160	AT1G68160.1	Os04g0523100	Os04t0523100-01
AT1G68160	AT1G68160.1	Os04g0523100	Os04t0523100-02
AT2G40520	AT2G40520.1	Os12g0283100	Os12t0283100-01
AT2G40520	AT2G40520.4	Os12g0283100	Os12t0283100-01
AT2G40520	AT2G40520.2	Os12g0283100	Os12t0283100-01
AT2G40520	AT2G40520.6	Os12g0283100	Os12t0283100-01
AT2G40520	AT2G40520.3	Os12g0283100	Os12t0283100-01
AT2G40520	AT2G40520.5	Os12g0283100	Os12t0283100-01
AT2G37020	AT2G37020.1	Os10g0443200	Os10t0443200-01
AT2G37020	AT2G37020.3	Os10g0443200	Os10t0443200-01
AT2G37020	AT2G37020.2	Os10g0443200	Os10t0443200-01
AT3G02440	AT3G02440.1	Os06g0272700	Os06t0272700-00
AT3G02440	AT3G02440.2	Os06g0272700	Os06t0272700-00
AT5G53045	AT5G53045.1	Os08g0534400	Os08t0534400-01
AT2G02710	AT2G02710.4	Os01g0186200	Os01t0186200-01
AT2G02710	AT2G02710.4	Os01g0186200	Os01t0186200-02
AT2G02710	AT2G02710.1	Os01g0186200	Os01t0186200-01
AT2G02710	AT2G02710.1	Os01g0186200	Os01t0186200-02
AT2G02710	AT2G02710.2	Os01g0186200	Os01t0186200-01
AT2G02710	AT2G02710.2	Os01g0186200	Os01t0186200-02
AT2G02710	AT2G02710.3	Os01g0186200	Os01t0186200-01
AT2G02710	AT2G02710.3	Os01g0186200	Os01t0186200-02
AT5G64730	AT5G64730.1	Os02g0543400	Os02t0543400-01
AT4G39950	AT4G39950.2	Os03g0570100	Os03t0570100-01
AT4G39950	AT4G39950.1	Os03g0570100	Os03t0570100-01
AT5G66800	AT5G66800.1	Os08g0474100	Os08t0474100-00
AT2G40400	AT2G40400.2	Os05g0474600	Os05t0474600-02
AT2G40400	AT2G40400.2	Os05g0474600	Os05t0474600-03
AT2G40400	AT2G40400.2	Os05g0474600	Os05t0474600-01
AT2G40400	AT2G40400.3	Os05g0474600	Os05t0474600-02
AT2G40400	AT2G40400.3	Os05g0474600	Os05t0474600-03
AT2G40400	AT2G40400.3	Os05g0474600	Os05t0474600-01
AT2G40400	AT2G40400.1	Os05g0474600	Os05t0474600-02
AT2G40400	AT2G40400.1	Os05g0474600	Os05t0474600-03
AT2G40400	AT2G40400.1	Os05g0474600	Os05t0474600-01
AT3G53305	AT3G53305.1	Os12g0512800	Os12t0512800-01
AT4G32060	AT4G32060.1	Os02g0613000	Os02t0613000-01
AT4G32060	AT4G32060.2	Os02g0613000	Os02t0613000-01
AT3G11280	AT3G11280.1	Os05g0449900	Os05t0449900-01
AT3G11280	AT3G11280.2	Os05g0449900	Os05t0449900-01
AT1G21270	AT1G21270.1	Os02g0811200	Os02t0811200-00
AT4G16280	AT4G16280.3	Os09g0123200	Os09t0123200-02
AT4G16280	AT4G16280.3	Os09g0123200	Os09t0123200-01
AT4G16280	AT4G16280.1	Os09g0123200	Os09t0123200-02
AT4G16280	AT4G16280.1	Os09g0123200	Os09t0123200-01
AT4G16280	AT4G16280.2	Os09g0123200	Os09t0123200-02
AT4G16280	AT4G16280.2	Os09g0123200	Os09t0123200-01
AT4G16280	AT4G16280.4	Os09g0123200	Os09t0123200-02
AT4G16280	AT4G16280.4	Os09g0123200	Os09t0123200-01
AT1G29470	AT1G29470.1	Os01g0883900	Os01t0883900-01
AT1G29470	AT1G29470.1	Os01g0883900	Os01t0883900-02
AT1G29470	AT1G29470.2	Os01g0883900	Os01t0883900-01
AT1G29470	AT1G29470.2	Os01g0883900	Os01t0883900-02
AT4G02860	AT4G02860.1	Os11g0406945	Os11t0406945-00
AT3G20290	AT3G20290.2	Os02g0158100	Os02t0158100-01
AT3G20290	AT3G20290.2	Os02g0158100	Os02t0158100-02
AT3G20290	AT3G20290.1	Os02g0158100	Os02t0158100-01
AT3G20290	AT3G20290.1	Os02g0158100	Os02t0158100-02
AT3G20290	AT3G20290.3	Os02g0158100	Os02t0158100-01
AT3G20290	AT3G20290.3	Os02g0158100	Os02t0158100-02
AT5G15090	AT5G15090.2	Os01g0588200	Os01t0588200-01
AT5G15090	AT5G15090.2	Os01g0588200	Os01t0588200-02
AT5G15090	AT5G15090.1	Os01g0588200	Os01t0588200-01
AT5G15090	AT5G15090.1	Os01g0588200	Os01t0588200-02
AT4G30040	AT4G30040.1	Os04g0596200	Os04t0596200-01
AT4G27500	AT4G27500.1	Os08g0390000	Os08t0390000-01
AT4G27500	AT4G27500.1	Os08g0390000	Os08t0390000-02
AT4G27500	AT4G27500.2	Os08g0390000	Os08t0390000-01
AT4G27500	AT4G27500.2	Os08g0390000	Os08t0390000-02
AT3G55605	AT3G55605.1	Os05g0456000	Os05t0456000-01
AT5G15550	AT5G15550.3	Os07g0600400	Os07t0600400-01
AT5G15550	AT5G15550.1	Os07g0600400	Os07t0600400-01
AT5G15550	AT5G15550.2	Os07g0600400	Os07t0600400-01
AT5G60230	AT5G60230.1	Os11g0602400	Os11t0602400-01
AT5G60230	AT5G60230.2	Os11g0602400	Os11t0602400-01
AT2G17360	AT2G17360.2	Os02g0105900	Os02t0105900-01
AT2G17360	AT2G17360.1	Os02g0105900	Os02t0105900-01
AT3G49960	AT3G49960.1	Os06g0695300	Os06t0695300-01
AT5G48000	AT5G48000.3	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.3	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.5	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.5	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.1	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.1	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.6	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.6	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.7	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.7	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.4	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.4	Os04g0570500	Os04t0570500-01
AT5G48000	AT5G48000.2	Os07g0482900	Os07t0482900-00
AT5G48000	AT5G48000.2	Os04g0570500	Os04t0570500-01
AT2G29070	AT2G29070.1	Os04g0577000	Os04t0577000-01
AT2G29070	AT2G29070.1	Os04g0577000	Os04t0577000-02
AT2G29070	AT2G29070.3	Os04g0577000	Os04t0577000-01
AT2G29070	AT2G29070.3	Os04g0577000	Os04t0577000-02
AT2G29070	AT2G29070.2	Os04g0577000	Os04t0577000-01
AT2G29070	AT2G29070.2	Os04g0577000	Os04t0577000-02
AT3G26190	AT3G26190.1	Os12g0512800	Os12t0512800-01
AT3G14100	AT3G14100.1	Os11g0620100	Os11t0620100-03
AT3G14100	AT3G14100.1	Os11g0620100	Os11t0620100-01
AT2G30740	AT2G30740.5	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.2	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.10	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.11	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.6	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.15	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.4	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.14	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.7	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.1	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.13	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.8	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.12	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.3	Os09g0513600	Os09t0513600-01
AT2G30740	AT2G30740.9	Os09g0513600	Os09t0513600-01
AT1G62886	AT1G62886.1	Os05g0108500	Os05t0108500-01
AT1G62886	AT1G62886.1	Os05g0198700	Os05t0198700-01
AT3G26310	AT3G26310.1	Os12g0512800	Os12t0512800-01
AT2G43230	AT2G43230.1	Os09g0513600	Os09t0513600-01
AT2G43230	AT2G43230.2	Os09g0513600	Os09t0513600-01
AT1G63270	AT1G63270.1	Os04g0627200	Os04t0627200-00
AT5G25120	AT5G25120.1	Os12g0512800	Os12t0512800-01
AT1G15120	AT1G15120.1	Os02g0541700	Os02t0541700-01
AT1G15120	AT1G15120.2	Os02g0541700	Os02t0541700-01
AT5G01050	AT5G01050.1	Os11g0641500	Os11t0641500-01
AT3G62930	AT3G62930.1	Os11g0656400	Os11t0656400-00
AT4G27435	AT4G27435.1	Os10g0495900	Os10t0495900-01
AT4G30160	AT4G30160.3	Os08g0240800	Os08t0240800-01
AT4G30160	AT4G30160.4	Os08g0240800	Os08t0240800-01
AT4G30160	AT4G30160.2	Os08g0240800	Os08t0240800-01
AT4G30160	AT4G30160.1	Os08g0240800	Os08t0240800-01
AT1G05940	AT1G05940.1	Os02g0655700	Os02t0655700-01
AT1G05940	AT1G05940.2	Os02g0655700	Os02t0655700-01
AT1G05940	AT1G05940.4	Os02g0655700	Os02t0655700-01
AT1G05940	AT1G05940.3	Os02g0655700	Os02t0655700-01
AT1G06750	AT1G06750.1	Os01g0774500	Os01t0774500-01
AT1G06750	AT1G06750.2	Os01g0774500	Os01t0774500-01
AT1G06750	AT1G06750.3	Os01g0774500	Os01t0774500-01
AT3G08780	AT3G08780.2	Os04g0479300	Os04t0479300-01
AT3G08780	AT3G08780.1	Os04g0479300	Os04t0479300-01
AT3G47630	AT3G47630.2	Os11g0549650	Os11t0549650-00
AT3G47630	AT3G47630.3	Os11g0549650	Os11t0549650-00
AT3G47630	AT3G47630.5	Os11g0549650	Os11t0549650-00
AT3G47630	AT3G47630.4	Os11g0549650	Os11t0549650-00
AT3G47630	AT3G47630.1	Os11g0549650	Os11t0549650-00
AT3G47630	AT3G47630.6	Os11g0549650	Os11t0549650-00
AT2G46740	AT2G46740.1	Os02g0124400	Os02t0124400-01
AT1G77380	AT1G77380.1	Os05g0424000	Os05t0424000-01
AT5G10990	AT5G10990.1	Os04g0662200	Os04t0662200-01
AT3G57290	AT3G57290.1	Os07g0167000	Os07t0167000-01
AT3G57290	AT3G57290.1	Os07g0167000	Os07t0167000-02
AT5G07280	AT5G07280.1	Os02g0194400	Os02t0194400-01
AT5G07280	AT5G07280.1	Os02g0194400	Os02t0194400-02
AT2G22630	AT2G22630.2	Os06g0504100	Os06t0504100-00
AT2G22630	AT2G22630.1	Os06g0504100	Os06t0504100-00
AT4G34270	AT4G34270.1	Os03g0760600	Os03t0760600-01
AT1G23400	AT1G23400.1	Os01g0323300	Os01t0323300-00
AT3G51160	AT3G51160.1	Os06g0137700	Os06t0137700-01
AT3G51160	AT3G51160.1	Os06g0137700	Os06t0137700-03
AT2G26550	AT2G26550.4	Os03g0395000	Os03t0395000-01
AT2G26550	AT2G26550.4	Os03g0395000	Os03t0395000-02
AT2G26550	AT2G26550.1	Os03g0395000	Os03t0395000-01
AT2G26550	AT2G26550.1	Os03g0395000	Os03t0395000-02
AT2G26550	AT2G26550.3	Os03g0395000	Os03t0395000-01
AT2G26550	AT2G26550.3	Os03g0395000	Os03t0395000-02
AT2G26550	AT2G26550.2	Os03g0395000	Os03t0395000-01
AT2G26550	AT2G26550.2	Os03g0395000	Os03t0395000-02
AT3G29760	AT3G29760.4	Os03g0755600	Os03t0755600-00
AT3G29760	AT3G29760.5	Os03g0755600	Os03t0755600-00
AT3G29760	AT3G29760.1	Os03g0755600	Os03t0755600-00
AT3G29760	AT3G29760.2	Os03g0755600	Os03t0755600-00
AT3G29760	AT3G29760.3	Os03g0755600	Os03t0755600-00
AT1G47278	AT1G47278.3	Os08g0422300	Os08t0422300-01
AT1G47278	AT1G47278.1	Os08g0422300	Os08t0422300-01
AT1G47278	AT1G47278.2	Os08g0422300	Os08t0422300-01
AT1G09650	AT1G09650.1	Os11g0523700	Os11t0523700-01
AT3G51770	AT3G51770.2	Os03g0294700	Os03t0294700-01
AT3G51770	AT3G51770.1	Os03g0294700	Os03t0294700-01
AT1G49420	AT1G49420.1	Os03g0751600	Os03t0751600-02
AT1G49420	AT1G49420.1	Os03g0751600	Os03t0751600-01
AT1G49420	AT1G49420.1	Os07g0606900	Os07t0606900-01
AT2G43880	AT2G43880.2	Os01g0623600	Os01t0623600-01
AT2G43880	AT2G43880.1	Os01g0623600	Os01t0623600-01
AT2G34090	AT2G34090.3	Os01g0613900	Os01t0613900-01
AT2G34090	AT2G34090.3	Os01g0613900	Os01t0613900-02
AT2G34090	AT2G34090.3	Os01g0613900	Os01t0613900-03
AT2G34090	AT2G34090.2	Os01g0613900	Os01t0613900-01
AT2G34090	AT2G34090.2	Os01g0613900	Os01t0613900-02
AT2G34090	AT2G34090.2	Os01g0613900	Os01t0613900-03
AT2G34090	AT2G34090.1	Os01g0613900	Os01t0613900-01
AT2G34090	AT2G34090.1	Os01g0613900	Os01t0613900-02
AT2G34090	AT2G34090.1	Os01g0613900	Os01t0613900-03
AT2G34090	AT2G34090.4	Os01g0613900	Os01t0613900-01
AT2G34090	AT2G34090.4	Os01g0613900	Os01t0613900-02
AT2G34090	AT2G34090.4	Os01g0613900	Os01t0613900-03
AT2G34090	AT2G34090.5	Os01g0613900	Os01t0613900-01
AT2G34090	AT2G34090.5	Os01g0613900	Os01t0613900-02
AT2G34090	AT2G34090.5	Os01g0613900	Os01t0613900-03
AT4G15670	AT4G15670.1	Os11g0656400	Os11t0656400-00
AT2G04400	AT2G04400.1	Os09g0255400	Os09t0255400-01
AT2G04400	AT2G04400.1	Os09g0255400	Os09t0255400-02
AT3G63150	AT3G63150.1	Os01g0843300	Os01t0843300-00
AT3G20880	AT3G20880.1	Os09g0485600	Os09t0485600-01
AT1G74020	AT1G74020.1	Os06g0623700	Os06t0623700-01
AT3G43570	AT3G43570.1	Os03g0859100	Os03t0859100-03
AT3G43570	AT3G43570.1	Os03g0859100	Os03t0859100-01
AT3G43570	AT3G43570.1	Os03g0859100	Os03t0859100-02
AT1G49120	AT1G49120.1	Os04g0610400	Os04t0610400-01
AT3G48100	AT3G48100.1	Os04g0524300	Os04t0524300-01
AT3G46110	AT3G46110.3	Os01g0839200	Os01t0839200-01
AT3G46110	AT3G46110.2	Os01g0839200	Os01t0839200-01
AT3G46110	AT3G46110.1	Os01g0839200	Os01t0839200-01
AT2G02580	AT2G02580.1	Os12g0512800	Os12t0512800-01
AT2G34020	AT2G34020.1	Os01g0212400	Os01t0212400-01
AT2G34020	AT2G34020.2	Os01g0212400	Os01t0212400-01
AT1G28570	AT1G28570.2	Os07g0642200	Os07t0642200-01
AT1G28570	AT1G28570.2	Os03g0365800	Os03t0365800-01
AT1G28570	AT1G28570.3	Os07g0642200	Os07t0642200-01
AT1G28570	AT1G28570.3	Os03g0365800	Os03t0365800-01
AT1G28570	AT1G28570.1	Os07g0642200	Os07t0642200-01
AT1G28570	AT1G28570.1	Os03g0365800	Os03t0365800-01
AT4G32300	AT4G32300.1	Os06g0494100	Os06t0494100-01
AT4G32300	AT4G32300.1	Os06g0494100	Os06t0494100-02
AT5G64210	AT5G64210.1	Os04g0600300	Os04t0600300-01
AT1G22570	AT1G22570.1	Os04g0691366	Os04t0691366-00
AT1G22570	AT1G22570.2	Os04g0691366	Os04t0691366-00
AT4G31970	AT4G31970.1	Os03g0760200	Os03t0760200-01
AT5G11790	AT5G11790.1	Os06g0563000	Os06t0563000-01
AT5G11790	AT5G11790.2	Os06g0563000	Os06t0563000-01
AT3G14820	AT3G14820.1	Os03g0859100	Os03t0859100-03
AT3G14820	AT3G14820.1	Os03g0859100	Os03t0859100-01
AT3G14820	AT3G14820.1	Os03g0859100	Os03t0859100-02
AT1G69600	AT1G69600.1	Os08g0438400	Os08t0438400-01
AT5G53620	AT5G53620.2	Os08g0543600	Os08t0543600-01
AT5G53620	AT5G53620.2	Os08g0543600	Os08t0543600-02
AT5G53620	AT5G53620.1	Os08g0543600	Os08t0543600-01
AT5G53620	AT5G53620.1	Os08g0543600	Os08t0543600-02
AT5G53620	AT5G53620.3	Os08g0543600	Os08t0543600-01
AT5G53620	AT5G53620.3	Os08g0543600	Os08t0543600-02
AT1G71850	AT1G71850.1	Os03g0646200	Os03t0646200-01
AT5G47440	AT5G47440.1	Os04g0498000	Os04t0498000-01
AT4G12410	AT4G12410.1	Os04g0537100	Os04t0537100-01
AT3G56110	AT3G56110.3	Os01g0827400	Os01t0827400-01
AT3G56110	AT3G56110.1	Os01g0827400	Os01t0827400-01
AT3G56110	AT3G56110.2	Os01g0827400	Os01t0827400-01
AT3G56110	AT3G56110.4	Os01g0827400	Os01t0827400-01
AT4G39170	AT4G39170.2	Os05g0545000	Os05t0545000-02
AT4G39170	AT4G39170.2	Os05g0545000	Os05t0545000-01
AT4G39170	AT4G39170.1	Os05g0545000	Os05t0545000-02
AT4G39170	AT4G39170.1	Os05g0545000	Os05t0545000-01
AT3G53870	AT3G53870.1	Os07g0608500	Os07t0608500-01
AT3G61590	AT3G61590.1	Os02g0260200	Os02t0260200-01
AT3G61590	AT3G61590.2	Os02g0260200	Os02t0260200-01
AT3G61590	AT3G61590.3	Os02g0260200	Os02t0260200-01
AT3G61590	AT3G61590.4	Os02g0260200	Os02t0260200-01
AT1G12710	AT1G12710.1	Os09g0525300	Os09t0525300-01
AT1G12710	AT1G12710.2	Os09g0525300	Os09t0525300-01
AT1G66020	AT1G66020.2	Os11g0109633	Os11t0109633-00
AT1G66020	AT1G66020.1	Os11g0109633	Os11t0109633-00
AT3G56320	AT3G56320.1	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.6	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.3	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.7	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.2	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.5	Os12g0283100	Os12t0283100-01
AT3G56320	AT3G56320.4	Os12g0283100	Os12t0283100-01
AT3G14520	AT3G14520.1	Os11g0109633	Os11t0109633-00
AT1G21210	AT1G21210.1	Os02g0811200	Os02t0811200-00
AT5G62130	AT5G62130.3	Os10g0524100	Os10t0524100-01
AT5G62130	AT5G62130.1	Os10g0524100	Os10t0524100-01
AT5G62130	AT5G62130.4	Os10g0524100	Os10t0524100-01
AT5G62130	AT5G62130.2	Os10g0524100	Os10t0524100-01
AT3G24605	AT3G24605.1	Os06g0163300	Os06t0163300-01
AT5G38830	AT5G38830.1	Os03g0143300	Os03t0143300-01
AT5G06230	AT5G06230.3	Os10g0254720	Os10t0254720-01
AT5G06230	AT5G06230.1	Os10g0254720	Os10t0254720-01
AT5G06230	AT5G06230.2	Os10g0254720	Os10t0254720-01
AT1G74920	AT1G74920.2	Os04g0464200	Os04t0464200-01
AT1G74920	AT1G74920.1	Os04g0464200	Os04t0464200-01
AT5G33300	AT5G33300.1	Os02g0742800	Os02t0742800-01
AT2G15690	AT2G15690.1	Os04g0174800	Os04t0174800-01
AT3G46050	AT3G46050.1	Os07g0673700	Os07t0673700-01
AT5G08030	AT5G08030.2	Os01g0763600	Os01t0763600-01
AT5G08030	AT5G08030.2	Os01g0763600	Os01t0763600-02
AT5G08030	AT5G08030.1	Os01g0763600	Os01t0763600-01
AT5G08030	AT5G08030.1	Os01g0763600	Os01t0763600-02
AT1G14170	AT1G14170.2	Os03g0376800	Os03t0376800-04
AT1G14170	AT1G14170.2	Os03g0376800	Os03t0376800-01
AT1G14170	AT1G14170.2	Os03g0376800	Os03t0376800-05
AT1G14170	AT1G14170.2	Os03g0376800	Os03t0376800-02
AT1G14170	AT1G14170.2	Os03g0376800	Os03t0376800-03
AT1G14170	AT1G14170.1	Os03g0376800	Os03t0376800-04
AT1G14170	AT1G14170.1	Os03g0376800	Os03t0376800-01
AT1G14170	AT1G14170.1	Os03g0376800	Os03t0376800-05
AT1G14170	AT1G14170.1	Os03g0376800	Os03t0376800-02
AT1G14170	AT1G14170.1	Os03g0376800	Os03t0376800-03
AT1G14170	AT1G14170.3	Os03g0376800	Os03t0376800-04
AT1G14170	AT1G14170.3	Os03g0376800	Os03t0376800-01
AT1G14170	AT1G14170.3	Os03g0376800	Os03t0376800-05
AT1G14170	AT1G14170.3	Os03g0376800	Os03t0376800-02
AT1G14170	AT1G14170.3	Os03g0376800	Os03t0376800-03
AT1G14330	AT1G14330.1	Os02g0748300	Os02t0748300-02
AT1G14330	AT1G14330.1	Os02g0748300	Os02t0748300-01
AT5G55340	AT5G55340.1	Os02g0468100	Os02t0468100-00
AT5G55340	AT5G55340.1	Os04g0481900	Os04t0481900-00
AT2G34990	AT2G34990.2	Os02g0572200	Os02t0572200-01
AT2G34990	AT2G34990.2	Os09g0468300	Os09t0468300-00
AT2G34990	AT2G34990.1	Os02g0572200	Os02t0572200-01
AT2G34990	AT2G34990.1	Os09g0468300	Os09t0468300-00
AT5G09670	AT5G09670.1	Os04g0640900	Os04t0640900-01
AT5G09670	AT5G09670.2	Os04g0640900	Os04t0640900-01
AT1G53120	AT1G53120.1	Os01g0747700	Os01t0747700-01
AT1G53120	AT1G53120.2	Os01g0747700	Os01t0747700-01
AT3G46680	AT3G46680.1	Os07g0241700	Os07t0241700-00
AT1G76170	AT1G76170.5	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.3	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.2	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.4	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.1	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.7	Os01g0598900	Os01t0598900-00
AT1G76170	AT1G76170.6	Os01g0598900	Os01t0598900-00
AT1G12240	AT1G12240.1	Os02g0106100	Os02t0106100-01
AT5G59580	AT5G59580.1	Os07g0241700	Os07t0241700-00
AT3G14540	AT3G14540.2	Os12g0109633	Os12t0109633-00
AT3G14540	AT3G14540.2	Os05g0474900	Os05t0474900-01
AT3G14540	AT3G14540.1	Os12g0109633	Os12t0109633-00
AT3G14540	AT3G14540.1	Os05g0474900	Os05t0474900-01
AT3G46590	AT3G46590.4	Os03g0274300	Os03t0274300-01
AT3G46590	AT3G46590.1	Os03g0274300	Os03t0274300-01
AT3G46590	AT3G46590.2	Os03g0274300	Os03t0274300-01
AT3G46590	AT3G46590.3	Os03g0274300	Os03t0274300-01
AT3G46590	AT3G46590.5	Os03g0274300	Os03t0274300-01
AT3G01010	AT3G01010.1	Os03g0147150	Os03t0147150-00
AT3G57550	AT3G57550.2	Os12g0515600	Os12t0515600-01
AT3G57550	AT3G57550.1	Os12g0515600	Os12t0515600-01
AT3G57550	AT3G57550.3	Os12g0515600	Os12t0515600-01
AT4G01780	AT4G01780.1	Os05g0153200	Os05t0153200-01
AT3G30340	AT3G30340.2	Os04g0422300	Os04t0422300-01
AT3G30340	AT3G30340.1	Os04g0422300	Os04t0422300-01
AT2G26710	AT2G26710.1	Os01g0388000	Os01t0388000-01
AT2G26710	AT2G26710.1	Os07g0647200	Os07t0647200-00
AT3G09400	AT3G09400.2	Os03g0275100	Os03t0275100-01
AT3G09400	AT3G09400.2	Os03g0275100	Os03t0275100-02
AT3G09400	AT3G09400.1	Os03g0275100	Os03t0275100-01
AT3G09400	AT3G09400.1	Os03g0275100	Os03t0275100-02
AT5G13250	AT5G13250.2	Os04g0396500	Os04t0396500-01
AT5G13250	AT5G13250.2	Os12g0479100	Os12t0479100-00
AT5G13250	AT5G13250.1	Os04g0396500	Os04t0396500-01
AT5G13250	AT5G13250.1	Os12g0479100	Os12t0479100-00
AT3G23080	AT3G23080.2	Os07g0185200	Os07t0185200-01
AT3G23080	AT3G23080.2	Os07g0185200	Os07t0185200-02
AT3G23080	AT3G23080.1	Os07g0185200	Os07t0185200-01
AT3G23080	AT3G23080.1	Os07g0185200	Os07t0185200-02
AT3G23080	AT3G23080.3	Os07g0185200	Os07t0185200-01
AT3G23080	AT3G23080.3	Os07g0185200	Os07t0185200-02
AT3G57090	AT3G57090.2	Os01g0951800	Os01t0951800-01
AT3G57090	AT3G57090.1	Os01g0951800	Os01t0951800-01
AT1G63600	AT1G63600.1	Os07g0538300	Os07t0538300-01
AT4G34480	AT4G34480.3	Os03g0374600	Os03t0374600-01
AT4G34480	AT4G34480.3	Os03g0374600	Os03t0374600-02
AT4G34480	AT4G34480.1	Os03g0374600	Os03t0374600-01
AT4G34480	AT4G34480.1	Os03g0374600	Os03t0374600-02
AT4G34480	AT4G34480.2	Os03g0374600	Os03t0374600-01
AT4G34480	AT4G34480.2	Os03g0374600	Os03t0374600-02
AT4G35220	AT4G35220.1	Os02g0187100	Os02t0187100-00
AT1G01070	AT1G01070.1	Os04g0422300	Os04t0422300-01
AT1G01070	AT1G01070.2	Os04g0422300	Os04t0422300-01
AT1G52470	AT1G52470.1	Os01g0175000	Os01t0175000-01
AT1G52470	AT1G52470.1	Os01g0175000	Os01t0175000-02
AT1G52470	AT1G52470.1	Os01g0175000	Os01t0175000-03
AT1G52470	AT1G52470.3	Os01g0175000	Os01t0175000-01
AT1G52470	AT1G52470.3	Os01g0175000	Os01t0175000-02
AT1G52470	AT1G52470.3	Os01g0175000	Os01t0175000-03
AT1G52470	AT1G52470.2	Os01g0175000	Os01t0175000-01
AT1G52470	AT1G52470.2	Os01g0175000	Os01t0175000-02
AT1G52470	AT1G52470.2	Os01g0175000	Os01t0175000-03
AT1G19970	AT1G19970.1	Os09g0534200	Os09t0534200-00
AT1G19970	AT1G19970.2	Os09g0534200	Os09t0534200-00
AT4G02720	AT4G02720.1	Os09g0455400	Os09t0455400-01
AT2G29730	AT2G29730.1	Os07g0510500	Os07t0510500-01
AT5G27110	AT5G27110.1	Os04g0514500	Os04t0514500-01
AT5G27110	AT5G27110.1	Os04g0514500	Os04t0514500-02
AT5G21170	AT5G21170.2	Os05g0491200	Os05t0491200-01
AT5G21170	AT5G21170.2	Os05g0491200	Os05t0491200-02
AT5G21170	AT5G21170.3	Os05g0491200	Os05t0491200-01
AT5G21170	AT5G21170.3	Os05g0491200	Os05t0491200-02
AT5G21170	AT5G21170.1	Os05g0491200	Os05t0491200-01
AT5G21170	AT5G21170.1	Os05g0491200	Os05t0491200-02
AT5G05870	AT5G05870.1	Os07g0241700	Os07t0241700-00
AT4G26180	AT4G26180.1	Os02g0226300	Os02t0226300-00
AT4G26180	AT4G26180.2	Os02g0226300	Os02t0226300-00
AT2G23180	AT2G23180.1	Os03g0140200	Os03t0140200-01
AT2G23180	AT2G23180.1	Os03g0138200	Os03t0138200-01
AT3G06570	AT3G06570.1	Os07g0673700	Os07t0673700-01
AT1G53660	AT1G53660.5	Os08g0135100	Os08t0135100-01
AT1G53660	AT1G53660.2	Os08g0135100	Os08t0135100-01
AT1G53660	AT1G53660.4	Os08g0135100	Os08t0135100-01
AT1G53660	AT1G53660.1	Os08g0135100	Os08t0135100-01
AT1G53660	AT1G53660.3	Os08g0135100	Os08t0135100-01
AT5G50650	AT5G50650.1	Os11g0610700	Os11t0610700-01
AT3G10190	AT3G10190.1	Os12g0138050	Os12t0138050-00
AT5G46000	AT5G46000.1	Os01g0300900	Os01t0300900-01
AT5G46000	AT5G46000.1	Os01g0300900	Os01t0300900-02
AT1G32450	AT1G32450.1	Os02g0689900	Os02t0689900-01
AT1G24267	AT1G24267.1	Os05g0103700	Os05t0103700-01
AT1G24267	AT1G24267.2	Os05g0103700	Os05t0103700-01
AT1G34780	AT1G34780.1	Os06g0220800	Os06t0220800-01
AT1G34780	AT1G34780.2	Os06g0220800	Os06t0220800-01
